1,3,5,6
295.60467505455017,134.42278265953064,122.47664642333984,83.24921035766602297.5944969654083,128.711852312088,119.16536211967468,79.73106718063354
296.10622119903564,130.78088092803955,119.71731519699097,80.47358250617981
298.6792290210724,130.00933074951172,121.76036262512207,79.37715363502502
287.61145782470703,130.61158061027527,120.33469152450562,80.37914609909058
293.935275554657,132.5712480545044,122.13218092918396,80.86467957496643
293.04522013664246,134.21581292152405,126.14833569526672,81.39919996261597
321.2553720474243
229.00688862800598
148.82609033584595
119.41734790802002,37.841999769210815,19.55595302581787,8.464840173721313
